Position,Token,Absolute Häufigkeit 1835-1870,Relative Häufigkeit 1835-1870,Absolute Häufigkeit 1800-1834,Relative Häufigkeit 1800-1837,+/-,Log ratio,Log Likelihood
2063,noten,846.0,13.94,86.0,6.42,+,1.12,57.94
2064,gleichmäßig,698.0,11.5,71.0,5.3,+,1.12,47.75
2065,Gegensätze,922.0,15.19,94.0,7.02,+,1.11,62.78
2066,hei-,882.0,14.53,90.0,6.72,+,1.11,59.95
2067,Zeile,1303.0,21.47,133.0,9.93,+,1.11,88.51
2068,amerika,3427.0,56.46,350.0,26.12,+,1.11,232.54
2069,lis,822.0,13.54,84.0,6.27,+,1.11,55.71
2070,Million,802.0,13.21,82.0,6.12,+,1.11,54.3
2071,50.,1035.0,17.05,106.0,7.91,+,1.11,69.83
2073,Abermals,1395.0,22.98,143.0,10.67,+,1.11,93.95
2074,sendung,946.0,15.59,97.0,7.24,+,1.11,63.68
2075,nach¬,760.0,12.52,78.0,5.82,+,1.1,51.06
2076,schwyz,5912.0,97.4,607.0,45.31,+,1.1,396.9
2077,male,2142.0,35.29,220.0,16.42,+,1.1,143.7
2078,Meldet,788.0,12.98,81.0,6.05,+,1.1,52.77
2079,kantone,6455.0,106.34,664.0,49.56,+,1.1,431.7
2080,Beschloß,2291.0,37.74,236.0,17.62,+,1.1,152.77
2081,Anstellung,1475.0,24.3,152.0,11.35,+,1.1,98.28
2082,Verleger,786.0,12.95,81.0,6.05,+,1.1,52.37
2083,anch,1174.0,19.34,121.0,9.03,+,1.1,78.2
2084,8t,659.0,10.86,68.0,5.08,+,1.1,43.79
2085,gesämmte,1337.0,22.03,138.0,10.3,+,1.1,88.79
2086,Rigi,775.0,12.77,80.0,5.97,+,1.1,51.46
2087,Lebt,2710.0,44.65,280.0,20.9,+,1.1,179.61
2088,ersteren,745.0,12.27,77.0,5.75,+,1.09,49.34
2089,außerdem,2650.0,43.66,274.0,20.45,+,1.09,175.37
2090,Dr,3587.0,59.09,371.0,27.69,+,1.09,237.22
2091,ausgesprochenen,667.0,10.99,69.0,5.15,+,1.09,44.09
2092,Meist,6469.0,106.58,670.0,50.01,+,1.09,426.63
2093,eingesandt,936.0,15.42,97.0,7.24,+,1.09,61.65
2094,beseitigen,685.0,11.29,71.0,5.3,+,1.09,45.1
2095,Ergebniß,1736.0,28.6,180.0,13.44,+,1.09,114.22
2096,geschichtlichen,935.0,15.4,97.0,7.24,+,1.09,61.45
2097,baS,7228.0,119.08,750.0,55.98,+,1.09,474.87
2098,Prinzip,1242.0,20.46,129.0,9.63,+,1.09,81.43
2099,apostolische,760.0,12.52,79.0,5.9,+,1.09,49.74
2100,decken,1134.0,18.68,118.0,8.81,+,1.08,74.06
2101,blumen,1989.0,32.77,207.0,15.45,+,1.08,129.86
2102,ab¬,1297.0,21.37,135.0,10.08,+,1.08,84.66
2103,bezeichnete,1076.0,17.73,112.0,8.36,+,1.08,70.23
2104,china,1220.0,20.1,127.0,9.48,+,1.08,79.61
2105,nachgewiesen,960.0,15.82,100.0,7.46,+,1.08,62.56
2106,Kàsse,1717.0,28.29,179.0,13.36,+,1.08,111.7
2107,Unv,1380.0,22.74,144.0,10.75,+,1.08,89.61
2108,23.,3149.0,51.88,329.0,24.56,+,1.08,203.95
2109,Vorort,737.0,12.14,77.0,5.75,+,1.08,47.73
2110,altare,823.0,13.56,86.0,6.42,+,1.08,53.28
2112,gemeldet,707.0,11.65,74.0,5.52,+,1.08,45.61
2113,verehrung,1240.0,20.43,130.0,9.7,+,1.07,79.73
2114,aus¬,2498.0,41.15,262.0,19.56,+,1.07,160.47
2115,Fabrikation,1314.0,21.65,138.0,10.3,+,1.07,84.17
2116,Aufl.,933.0,15.37,98.0,7.31,+,1.07,59.75
2117,Einsiedeln,1561.0,25.72,164.0,12.24,+,1.07,99.92
2118,beim,17737.0,292.21,1864.0,139.13,+,1.07,1134.91
2119,fachern,1626.0,26.79,171.0,12.76,+,1.07,103.86
2120,Bereitet,1412.0,23.26,149.0,11.12,+,1.06,89.55
2121,Mündliche,758.0,12.49,80.0,5.97,+,1.06,48.05
2122,Wyß,936.0,15.42,99.0,7.39,+,1.06,59.07
2124,Lehranstalt,1218.0,20.07,129.0,9.63,+,1.06,76.64
2125,Kostete,1416.0,23.33,150.0,11.2,+,1.06,89.06
2126,unteren,708.0,11.66,75.0,5.6,+,1.06,44.53
2127,allfällige,830.0,13.67,88.0,6.57,+,1.06,52.11
2128,RegierungSrathe,830.0,13.67,88.0,6.57,+,1.06,52.11
2129,Rußland,1622.0,26.72,172.0,12.84,+,1.06,101.79
2130,volle,2734.0,45.04,290.0,21.65,+,1.06,171.48
2131,Deütsche,6615.0,108.98,702.0,52.4,+,1.06,414.5
2132,Grammatik,1828.0,30.12,194.0,14.48,+,1.06,114.52
2133,mahnung,706.0,11.63,75.0,5.6,+,1.05,44.14
2134,klosters,2597.0,42.78,276.0,20.6,+,1.05,162.21
2135,Stuttgart,809.0,13.33,86.0,6.42,+,1.05,50.5
2136,0.,1157.0,19.06,123.0,9.18,+,1.05,72.22
2137,VII.,1034.0,17.03,110.0,8.21,+,1.05,64.44
2138,Znm,1701.0,28.02,181.0,13.51,+,1.05,105.96
2139,aüßeren,855.0,14.09,91.0,6.79,+,1.05,53.23
2140,Singen,2028.0,33.41,216.0,16.12,+,1.05,126.08
2141,Cent,1314.0,21.65,140.0,10.45,+,1.05,81.63
2142,Millionen,3265.0,53.79,348.0,25.98,+,1.05,202.67
2144,Äbtheilung,5090.0,83.86,544.0,40.61,+,1.05,314.09
2145,gewirkt,973.0,16.03,104.0,7.76,+,1.05,60.03
2146,Empfehlen,2506.0,41.29,268.0,20.0,+,1.05,154.42
2147,Aussehen,757.0,12.47,81.0,6.05,+,1.04,46.59
2148,preißen,1495.0,24.63,160.0,11.94,+,1.04,91.97
2149,Kreuze,719.0,11.85,77.0,5.75,+,1.04,44.17
2150,ernsten,1082.0,17.83,116.0,8.66,+,1.04,66.31
2151,Mädchen,5220.0,86.0,560.0,41.8,+,1.04,319.48
2152,Post,1342.0,22.11,144.0,10.75,+,1.04,82.09
2153,katholischen,18468.0,304.26,1982.0,147.94,+,1.04,1129.55
2154,Gläubigen,2747.0,45.26,295.0,22.02,+,1.04,167.74
2155,Kirchliche,3528.0,58.12,379.0,28.29,+,1.04,215.28
2156,evangelischen,1843.0,30.36,198.0,14.78,+,1.04,112.44
2157,Amtsdaüer,772.0,12.72,83.0,6.2,+,1.04,47.02
2158,Thâtigkeit,7745.0,127.6,834.0,62.25,+,1.04,470.15
2159,Id,1411.0,23.25,152.0,11.35,+,1.03,85.57
2160,mitunter,1104.0,18.19,119.0,8.88,+,1.03,66.86
2161,Zwecke,7017.0,115.6,757.0,56.5,+,1.03,424.23
2162,Ein¬,2539.0,41.83,274.0,20.45,+,1.03,153.38
2163,Laufe,4056.0,66.82,438.0,32.69,+,1.03,244.67
2164,bezeichnet,6852.0,112.88,740.0,55.23,+,1.03,413.26
2165,ersuchen,722.0,11.89,78.0,5.82,+,1.03,43.51
2166,Frische,1120.0,18.45,121.0,9.03,+,1.03,67.49
2167,Rufe,1017.0,16.75,110.0,8.21,+,1.03,61.13
2168,Erziêhungs-,832.0,13.71,90.0,6.72,+,1.03,50.0
2169,Christenthum,2043.0,33.66,221.0,16.5,+,1.03,122.77
2170,Lieferte,758.0,12.49,82.0,6.12,+,1.03,45.54
2171,arbeiter,4186.0,68.96,453.0,33.81,+,1.03,251.32
2172,gedanke,1903.0,31.35,206.0,15.38,+,1.03,114.18
2173,Frei-,1515.0,24.96,164.0,12.24,+,1.03,90.89
2174,Betrug,4083.0,67.27,442.0,32.99,+,1.03,244.96
2175,grünen,1228.0,20.23,133.0,9.93,+,1.03,73.59
2176,se-,951.0,15.67,103.0,7.69,+,1.03,56.99
2177,schlüsse,3286.0,54.14,356.0,26.57,+,1.03,196.8
2178,Aenderung,738.0,12.16,80.0,5.97,+,1.03,44.14
2179,Bedauern,1402.0,23.1,152.0,11.35,+,1.03,83.83
2180,reli-,756.0,12.45,82.0,6.12,+,1.02,45.16
2181,Altär,866.0,14.27,94.0,7.02,+,1.02,51.64
2182,zahlreiche,1995.0,32.87,217.0,16.2,+,1.02,118.42
2183,hinsichtlich,2499.0,41.17,272.0,20.3,+,1.02,148.12
2184,rinde,1029.0,16.95,112.0,8.36,+,1.02,60.99
2185,Laupen,1277.0,21.04,139.0,10.38,+,1.02,75.68
2186,bevölkerung,5929.0,97.68,646.0,48.22,+,1.02,350.61
2187,christlichen,5291.0,87.17,577.0,43.07,+,1.02,312.26
2188,Ohren,1201.0,19.79,131.0,9.78,+,1.02,70.84
2189,KleruS,1905.0,31.38,208.0,15.53,+,1.02,112.11
2190,eidgenössischen,3489.0,57.48,381.0,28.44,+,1.02,205.28
2191,auf¬,1675.0,27.6,183.0,13.66,+,1.01,98.44
2192,Freudig,1043.0,17.18,114.0,8.51,+,1.01,61.24
2193,angeordnet,1399.0,23.05,153.0,11.42,+,1.01,82.03
2194,Predigt,2706.0,44.58,296.0,22.09,+,1.01,158.6
2195,dabei,10709.0,176.43,1172.0,87.48,+,1.01,627.01
2196,Religiöse,3480.0,57.33,381.0,28.44,+,1.01,203.56
2197,Be¬,9178.0,151.21,1005.0,75.01,+,1.01,536.69
2198,provinz,2419.0,39.85,265.0,19.78,+,1.01,141.3
2199,bischof,11962.0,197.07,1311.0,97.86,+,1.01,698.12
2200,kräftigen,1094.0,18.02,120.0,8.96,+,1.01,63.72
2201,Empfiehlt,1046.0,17.23,115.0,8.58,+,1.01,60.6
2202,rande,1055.0,17.38,116.0,8.66,+,1.01,61.11
2203,erscheint,6112.0,100.69,673.0,50.23,+,1.0,352.89
2204,mittleren,790.0,13.02,87.0,6.49,+,1.0,45.59
2205,môglichst,4065.0,66.97,448.0,33.44,+,1.0,234.22
2206,Fahne,871.0,14.35,96.0,7.17,+,1.0,50.17
2207,Klarheit,1034.0,17.03,114.0,8.51,+,1.0,59.52
2208,gebiete,4258.0,70.15,470.0,35.08,+,1.0,244.47
2209,13.,3515.0,57.91,388.0,28.96,+,1.0,201.79
2210,Schlüs,4374.0,72.06,483.0,36.05,+,1.0,250.89
2211,Juchart,805.0,13.26,89.0,6.64,+,1.0,46.04
2212,zeichnungen,868.0,14.3,96.0,7.17,+,1.0,49.61
2213,Interessante,1003.0,16.52,111.0,8.29,+,1.0,57.24
2214,geeignet,3081.0,50.76,341.0,25.45,+,1.0,175.79
2215,zu¬,1337.0,22.03,148.0,11.05,+,1.0,76.26
2216,Zahre,1047.0,17.25,116.0,8.66,+,0.99,59.59
2217,zeichnung,1146.0,18.88,127.0,9.48,+,0.99,65.19
2219,Verschiedenes,766.0,12.62,85.0,6.34,+,0.99,43.44
2220,gestellt,6024.0,99.24,669.0,49.94,+,0.99,341.02
2221,Abhaltung,828.0,13.64,92.0,6.87,+,0.99,46.82
2222,Anstrengungen,1017.0,16.75,113.0,8.43,+,0.99,57.5
2223,Gezeichnet,855.0,14.09,95.0,7.09,+,0.99,48.34
2224,Unterrichtes,1079.0,17.78,120.0,8.96,+,0.99,60.88
2225,Männliche,953.0,15.7,106.0,7.91,+,0.99,53.75
2226,bezirken,1330.0,21.91,148.0,11.05,+,0.99,74.94
2227,Hirzel,961.0,15.83,107.0,7.99,+,0.99,54.07
2228,Allerlei,1904.0,31.37,212.0,15.82,+,0.99,107.13
2230,Betrage,799.0,13.16,89.0,6.64,+,0.99,44.91
2231,Verfassers,1093.0,18.01,122.0,9.11,+,0.98,61.14
2232,Handelt,2499.0,41.17,279.0,20.83,+,0.98,139.72
2235,erließ,1072.0,17.66,120.0,8.96,+,0.98,59.56
2236,Pfarrhauß,856.0,14.1,96.0,7.17,+,0.98,47.35
2237,geradezu,1328.0,21.88,149.0,11.12,+,0.98,73.39
2238,Einnähmen,2564.0,42.24,288.0,21.5,+,0.97,141.32
2239,geistige,2952.0,48.63,332.0,24.78,+,0.97,162.22
2240,Jän,818.0,13.48,92.0,6.87,+,0.97,44.95
2241,kürz,6611.0,108.91,744.0,55.53,+,0.97,362.74
2242,Bieten,2672.0,44.02,301.0,22.47,+,0.97,146.26
2243,Federn,860.0,14.17,97.0,7.24,+,0.97,46.93
2244,röth,2109.0,34.75,238.0,17.76,+,0.97,114.95
2245,fort-,1001.0,16.49,113.0,8.43,+,0.97,54.52
2246,Tritt,5828.0,96.01,658.0,49.11,+,0.97,317.32
2247,zunächst,5437.0,89.57,614.0,45.83,+,0.97,295.86
2248,RegierungSratheS,1399.0,23.05,158.0,11.79,+,0.97,76.11
2249,SaS,1204.0,19.84,136.0,10.15,+,0.97,65.48
2250,Vollständig,3718.0,61.25,420.0,31.35,+,0.97,202.17
2251,anno,1522.0,25.07,172.0,12.84,+,0.97,82.68
2252,freilich,6390.0,105.27,723.0,53.97,+,0.96,346.13
2253,StaateS,4958.0,81.68,561.0,41.87,+,0.96,268.53
2254,rücken,2438.0,40.17,276.0,20.6,+,0.96,131.88
2255,verwendung,2045.0,33.69,232.0,17.32,+,0.96,110.06
2256,herstellung,1198.0,19.74,136.0,10.15,+,0.96,64.37
2257,zusammengesetzten,916.0,15.09,104.0,7.76,+,0.96,49.2
2258,priester,7175.0,118.21,815.0,60.83,+,0.96,385.01
2259,Kaspar,1285.0,21.17,146.0,10.9,+,0.96,68.9
2260,Unter¬,1672.0,27.55,190.0,14.18,+,0.96,89.62
2261,Julì,8277.0,136.36,941.0,70.24,+,0.96,443.2
2262,seligen,870.0,14.33,99.0,7.39,+,0.96,46.48
2263,Gerufen,896.0,14.76,102.0,7.61,+,0.96,47.82
2264,Grabe,1168.0,19.24,133.0,9.93,+,0.95,62.29
2265,Wohlfahrt,1308.0,21.55,149.0,11.12,+,0.95,69.69
2266,Vorwärts,1649.0,27.17,188.0,14.03,+,0.95,87.69
2267,Stufen,1447.0,23.84,165.0,12.32,+,0.95,76.91
2268,asien,1507.0,24.83,172.0,12.84,+,0.95,79.92
2269,Regelmäßigen,998.0,16.44,114.0,8.51,+,0.95,52.82
2270,wochentlich,3685.0,60.71,421.0,31.42,+,0.95,194.96
2271,nnd,17605.0,290.04,2013.0,150.25,+,0.95,929.69
2272,Gymnasien,1460.0,24.05,167.0,12.47,+,0.95,77.02
2274,30.,2857.0,47.07,327.0,24.41,+,0.95,150.48
2275,indien,1074.0,17.69,123.0,9.18,+,0.95,56.48
2276,Treuer,829.0,13.66,95.0,7.09,+,0.95,43.53
2277,urban,890.0,14.66,102.0,7.61,+,0.95,46.72
2278,Brust,2023.0,33.33,232.0,17.32,+,0.94,106.04
2279,Bischöfliche,1273.0,20.97,146.0,10.9,+,0.94,66.71
2280,Schwefel,1055.0,17.38,121.0,9.03,+,0.94,55.28
2281,blättern,2432.0,40.07,279.0,20.83,+,0.94,127.37
2282,bevor,2013.0,33.16,231.0,17.24,+,0.94,105.35
2283,starb,3667.0,60.41,421.0,31.42,+,0.94,191.69
2284,rechtes,1251.0,20.61,144.0,10.75,+,0.94,64.97
2285,Andacht,1555.0,25.62,179.0,13.36,+,0.94,80.75
2287,Letzten,12296.0,202.57,1416.0,105.69,+,0.94,637.97
2288,Küsnacht,1032.0,17.0,119.0,8.88,+,0.94,53.36
2289,frei,7248.0,119.41,836.0,62.4,+,0.94,374.55
2290,Mai,10884.0,179.31,1256.0,93.75,+,0.94,561.78
2291,dank,3413.0,56.23,394.0,29.41,+,0.94,175.99
2292,Mainz,1230.0,20.26,142.0,10.6,+,0.93,63.41
2293,empfohlen,1879.0,30.96,217.0,16.2,+,0.93,96.79
2294,Bc-,1922.0,31.66,222.0,16.57,+,0.93,98.97
2295,häufig,7445.0,122.65,860.0,64.19,+,0.93,383.3
2296,Chemie,1333.0,21.96,154.0,11.49,+,0.93,68.6
2297,An¬,3531.0,58.17,408.0,30.45,+,0.93,181.65
2298,Gestalten,1347.0,22.19,156.0,11.64,+,0.93,68.9
2299,dgl.,1157.0,19.06,134.0,10.0,+,0.93,59.17
2301,polizei,1931.0,31.81,224.0,16.72,+,0.93,98.36
2302,Erzählungen,1603.0,26.41,186.0,13.88,+,0.93,81.6
2303,Christliche,3280.0,54.04,381.0,28.44,+,0.93,166.51
2304,Juden,1936.0,31.9,225.0,16.79,+,0.93,98.15
2305,Jähr-,860.0,14.17,100.0,7.46,+,0.92,43.54
2306,Bezeichneten,1797.0,29.61,209.0,15.6,+,0.92,90.94
2307,werkes,1297.0,21.37,151.0,11.27,+,0.92,65.46
2309,kirchen-,1793.0,29.54,209.0,15.6,+,0.92,90.22
2310,Kürzlich,978.0,16.11,114.0,8.51,+,0.92,49.21
2311,Jucharten,1098.0,18.09,128.0,9.55,+,0.92,55.24
2312,Lebendig,1028.0,16.94,120.0,8.96,+,0.92,51.54
2313,früherer,933.0,15.37,109.0,8.14,+,0.92,46.68
2314,Vou,890.0,14.66,104.0,7.76,+,0.92,44.5
2315,kollegium,1094.0,18.02,128.0,9.55,+,0.92,54.52
2316,kraftige,940.0,15.49,110.0,8.21,+,0.92,46.83
2317,Gedichte,999.0,16.46,117.0,8.73,+,0.91,49.66
2318,begann,2149.0,35.4,252.0,18.81,+,0.91,106.49
2319,MorgenS,2942.0,48.47,345.0,25.75,+,0.91,145.78
2320,jura,3434.0,56.57,403.0,30.08,+,0.91,169.83
2321,Eintritt,2640.0,43.49,310.0,23.14,+,0.91,130.36
2322,Besitzt,3312.0,54.56,389.0,29.04,+,0.91,163.45
2323,seits,902.0,14.86,106.0,7.91,+,0.91,44.45
2324,ver¬,7298.0,120.23,859.0,64.12,+,0.91,358.19
2325,Faden,1239.0,20.41,146.0,10.9,+,0.91,60.63
2326,erhöht,1671.0,27.53,197.0,14.7,+,0.9,81.66
2327,Erzeugnisse,932.0,15.35,110.0,8.21,+,0.9,45.42
2329,Engländer,1041.0,17.15,123.0,9.18,+,0.9,50.58
2330,Versammelte,1142.0,18.81,135.0,10.08,+,0.9,55.42
2331,Bischöflichen,2367.0,39.0,280.0,20.9,+,0.9,114.66
2332,mündlichen,979.0,16.13,116.0,8.66,+,0.9,47.22
2333,fie,4286.0,70.61,509.0,37.99,+,0.89,205.5
2335,Juni,8231.0,135.6,979.0,73.07,+,0.89,393.07
2336,Gottesdienstes,950.0,15.65,113.0,8.43,+,0.89,45.36
2337,Kund,1535.0,25.29,183.0,13.66,+,0.89,72.85
2338,üt,1627.0,26.8,194.0,14.48,+,0.89,77.18
2339,sittlichen,2146.0,35.35,256.0,19.11,+,0.89,101.68
2340,verhandlungen,3755.0,61.86,448.0,33.44,+,0.89,177.85
2341,Gelungen,1264.0,20.82,151.0,11.27,+,0.89,59.66
2342,Erwähnung,1389.0,22.88,166.0,12.39,+,0.89,65.49
2343,Grün,1781.0,29.34,213.0,15.9,+,0.88,83.81
2344,Mäße,3084.0,50.81,369.0,27.54,+,0.88,144.95
2345,Kredit,1010.0,16.64,121.0,9.03,+,0.88,47.31
2346,Verfasser,6466.0,106.53,775.0,57.85,+,0.88,302.52
2347,Angriff,1168.0,19.24,140.0,10.45,+,0.88,54.64
2348,er-,11229.0,184.99,1346.0,100.47,+,0.88,525.27
2349,voller,1293.0,21.3,155.0,11.57,+,0.88,60.46
2350,Fühlte,1234.0,20.33,148.0,11.05,+,0.88,57.63
2351,Regelmäßig,1584.0,26.1,190.0,14.18,+,0.88,73.95
2352,Frommen,2726.0,44.91,327.0,24.41,+,0.88,127.25
2353,Dasein,1017.0,16.75,122.0,9.11,+,0.88,47.47
2354,gemeinsamen,1498.0,24.68,180.0,13.44,+,0.88,69.61
2355,Volkes,7721.0,127.2,928.0,69.27,+,0.88,358.54
2356,bauten,1489.0,24.53,179.0,13.36,+,0.88,69.1
2357,Mitwirkung,1388.0,22.87,167.0,12.47,+,0.88,64.27
2358,wirkte,1271.0,20.94,153.0,11.42,+,0.87,58.77
2359,GlaS,1503.0,24.76,181.0,13.51,+,0.87,69.42
2360,Wählte,1262.0,20.79,152.0,11.35,+,0.87,58.27
2361,Bild,3761.0,61.96,453.0,33.81,+,0.87,173.64
2362,Keller,2174.0,35.82,262.0,19.56,+,0.87,100.21
2363,gründlich,1286.0,21.19,155.0,11.57,+,0.87,59.26
2364,Wittwe,970.0,15.98,117.0,8.73,+,0.87,44.61
2365,Freiwillig,1028.0,16.94,124.0,9.26,+,0.87,47.27
2366,dagegen,14635.0,241.11,1766.0,131.82,+,0.87,672.4
2367,Erinnerung,1682.0,27.71,203.0,15.15,+,0.87,77.23
2368,Rudolf,2332.0,38.42,282.0,21.05,+,0.87,106.51
2369,kröne,2414.0,39.77,292.0,21.8,+,0.87,110.16
2370,bestand,4005.0,65.98,485.0,36.2,+,0.87,182.21
2371,Offene,1255.0,20.68,152.0,11.35,+,0.87,57.07
2372,Zeichnen,4409.0,72.64,534.0,39.86,+,0.87,200.51
2373,maschine,1155.0,19.03,140.0,10.45,+,0.86,52.41
2374,kopf,4542.0,74.83,551.0,41.13,+,0.86,205.64
2375,anwesenden,1400.0,23.06,170.0,12.69,+,0.86,63.22
2376,deutscher,1727.0,28.45,210.0,15.67,+,0.86,77.68
2377,ähnlich,2417.0,39.82,294.0,21.94,+,0.86,108.62
2378,über¬,1044.0,17.2,127.0,9.48,+,0.86,46.91
2379,Schwärzen,1905.0,31.38,232.0,17.32,+,0.86,85.32
2380,Bezeichnen,2928.0,48.24,357.0,26.65,+,0.86,130.72
2381,empfäng,1107.0,18.24,135.0,10.08,+,0.86,49.39
2383,Religiösen,5031.0,82.88,614.0,45.83,+,0.85,224.02
2384,aussprechen,1016.0,16.74,124.0,9.26,+,0.85,45.23
2385,praktischen,2823.0,46.51,345.0,25.75,+,0.85,125.22
2386,theologischen,1194.0,19.67,146.0,10.9,+,0.85,52.88
2387,Erwähnen,1668.0,27.48,204.0,15.23,+,0.85,73.83
2388,schaffhausen,2427.0,39.98,297.0,22.17,+,0.85,107.25
2389,bezirke,2998.0,49.39,367.0,27.39,+,0.85,132.36
2390,Beginnen,1886.0,31.07,231.0,17.24,+,0.85,83.14
2391,Uebungen,5651.0,93.1,693.0,51.73,+,0.85,248.26
2392,Gnade,2666.0,43.92,327.0,24.41,+,0.85,117.06
2393,Matt,1125.0,18.53,138.0,10.3,+,0.85,49.38
2394,Sekretâr,1246.0,20.53,153.0,11.42,+,0.85,54.54
2395,1.,13663.0,225.09,1678.0,125.25,+,0.85,597.82
2396,anschaffung,1025.0,16.89,126.0,9.4,+,0.84,44.72
2397,Theologen,1236.0,20.36,152.0,11.35,+,0.84,53.87
2398,natürlich,4000.0,65.9,492.0,36.72,+,0.84,174.25
2399,Studien,2576.0,42.44,317.0,23.66,+,0.84,112.06
2400,Fortwährend,2087.0,34.38,257.0,19.18,+,0.84,90.61
2402,gestorben,1849.0,30.46,228.0,17.02,+,0.84,79.97
2403,England,5452.0,89.82,673.0,50.23,+,0.84,235.1
2404,ergibt,1886.0,31.07,233.0,17.39,+,0.84,81.13
2405,Ostern,1140.0,18.78,141.0,10.52,+,0.84,48.88
2406,Ausfuhrung,4212.0,69.39,521.0,38.89,+,0.84,180.57
2407,Seelsorger,1728.0,28.47,214.0,15.97,+,0.83,73.82
2408,London,2865.0,47.2,355.0,26.5,+,0.83,122.21
2409,Unterstutzungen,1033.0,17.02,128.0,9.55,+,0.83,44.06
2410,Wesentlich,3347.0,55.14,415.0,30.98,+,0.83,142.5
2411,figuren,1740.0,28.67,216.0,16.12,+,0.83,73.83
2412,schweizerische,6267.0,103.25,778.0,58.07,+,0.83,265.89
2413,erfreuen,1063.0,17.51,132.0,9.85,+,0.83,45.06
2414,Forderungen,2044.0,33.67,254.0,18.96,+,0.83,86.47
2415,Friedrich,2662.0,43.86,331.0,24.71,+,0.83,112.41
2416,Fr,14434.0,237.8,1797.0,134.13,+,0.83,607.42
2417,Frutigen,1502.0,24.75,187.0,13.96,+,0.83,63.19
2418,k.,5443.0,89.67,678.0,50.61,+,0.83,228.67
2419,Stattgefunden,1219.0,20.08,152.0,11.35,+,0.82,51.06
2420,Eindrück,2189.0,36.06,273.0,20.38,+,0.82,91.64
2422,lischen,1042.0,17.17,130.0,9.7,+,0.82,43.57
2423,Zwecken,1611.0,26.54,201.0,15.0,+,0.82,67.36
2425,Frömmigkeit,1215.0,20.02,152.0,11.35,+,0.82,50.4
2426,Grundlage,3115.0,51.32,390.0,29.11,+,0.82,128.93
2427,Zuhörer,1182.0,19.47,148.0,11.05,+,0.82,48.91
2428,feßt,6253.0,103.02,783.0,58.44,+,0.82,258.7
2429,kön-,1516.0,24.98,190.0,14.18,+,0.82,62.56
2430,Müri,1816.0,29.92,228.0,17.02,+,0.81,74.55
2431,ge¬,9266.0,152.65,1164.0,86.88,+,0.81,379.78
2433,klaren,1255.0,20.68,158.0,11.79,+,0.81,51.1
2434,leser,3232.0,53.25,407.0,30.38,+,0.81,131.5
2435,Feste,3897.0,64.2,491.0,36.65,+,0.81,158.31
2436,ausen,1880.0,30.97,237.0,17.69,+,0.81,76.25
2437,Geistigen,3498.0,57.63,441.0,32.92,+,0.81,141.84
2438,Thatsache,2244.0,36.97,283.0,21.12,+,0.81,90.9
2439,literatur,2703.0,44.53,341.0,25.45,+,0.81,109.39
2440,Un¬,2043.0,33.66,258.0,19.26,+,0.81,82.42
2442,Verkehr,2280.0,37.56,288.0,21.5,+,0.81,91.92
2443,rief,1906.0,31.4,241.0,17.99,+,0.8,76.61
2444,gesammten,1289.0,21.24,163.0,12.17,+,0.8,51.8
2445,gnaden,1439.0,23.71,182.0,13.58,+,0.8,57.79
2446,milde,1367.0,22.52,173.0,12.91,+,0.8,54.8
2447,Professören,2029.0,33.43,257.0,19.18,+,0.8,81.13
2448,rc,7767.0,127.96,984.0,73.45,+,0.8,310.38
2449,Farbe,3233.0,53.26,410.0,30.6,+,0.8,128.8
2450,religiöser,1206.0,19.87,153.0,11.42,+,0.8,47.99
2451,Kräftig,1379.0,22.72,175.0,13.06,+,0.8,54.82
2452,JahreS,8561.0,141.04,1087.0,81.14,+,0.8,339.84
2453,entspricht,1394.0,22.97,177.0,13.21,+,0.8,55.33
2454,aufnahme,4756.0,78.35,604.0,45.08,+,0.8,188.66
2455,zweier,1677.0,27.63,213.0,15.9,+,0.8,66.5
2456,weiblichen,2054.0,33.84,261.0,19.48,+,0.8,81.34
2457,Darstellung,5430.0,89.46,690.0,51.5,+,0.8,215.02
2459,Wirksamkeit,3067.0,50.53,390.0,29.11,+,0.8,121.19
2460,stamm,1469.0,24.2,187.0,13.96,+,0.79,57.86
2461,Daneben,1131.0,18.63,144.0,10.75,+,0.79,44.52
2462,freiheit,9375.0,154.45,1198.0,89.42,+,0.79,364.96
2463,Geboren,2590.0,42.67,331.0,24.71,+,0.79,100.79
2464,Mariä,3473.0,57.22,444.0,33.14,+,0.79,135.01
2465,Predigten,1736.0,28.6,222.0,16.57,+,0.79,67.42
2466,Streben,3173.0,52.27,406.0,30.3,+,0.79,123.01
2468,kampfe,1912.0,31.5,245.0,18.29,+,0.78,73.8
2469,gearbeitet,1542.0,25.4,198.0,14.78,+,0.78,59.14
2470,Ergriffen,1463.0,24.1,188.0,14.03,+,0.78,55.97
2471,armer,1159.0,19.09,149.0,11.12,+,0.78,44.28
2472,Einzelnen,13311.0,219.3,1712.0,127.79,+,0.78,507.96
2474,Letzterer,1422.0,23.43,183.0,13.66,+,0.78,54.16
2475,benutzt,4141.0,68.22,533.0,39.78,+,0.78,157.63
2476,11.,2951.0,48.62,380.0,28.36,+,0.78,112.18
2477,Letztern,2158.0,35.55,278.0,20.75,+,0.78,81.93
2479,geographie,3282.0,54.07,423.0,31.57,+,0.78,124.41
2480,unten,5555.0,91.52,716.0,53.44,+,0.78,210.54
2481,beziehung,8888.0,146.43,1146.0,85.54,+,0.78,336.52
